task_type,dataset,model,clip_model,num_clients,beta,seed,method,merge_weight_mode,merged_checkpoint,meta_path
small,chaoshengmnist_224,swin_tiny,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,chaoshengmnist_224,swin_tiny,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,chaoshengmnist_224,swin_tiny,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0/seed_42/my_merge/meta.json
small,chaoshengmnist_224,swin_tiny,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,chaoshengmnist_224,swin_tiny,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/swin_tiny/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,chaoshengmnist_224,vit_t,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/chaoshengmnist_224/vit_t/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,convnext,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/convnext/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,resnet,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/resnet/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,swin_tiny,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/swin_tiny/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,dermamnist_224,vit_t,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/dermamnist_224/vit_t/clients_7/beta_0p1/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,3,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,3,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0p01/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,3,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_3/beta_0p1/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,5,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,5,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0p01/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,5,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_5/beta_0p1/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,7,0.0,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,7,0.01,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0p01/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0p01/seed_42/my_merge/meta.json
small,organcmnist_224,convnext,,7,0.1,42,my_merge,equal,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0p1/seed_42/my_merge/merged.pt,/data/liyapeng_grp/program/MedMNISTMerge/outputs/my_merge_ablation_three_module_full_20260515_170100/avg_only/merged/small/organcmnist_224/convnext/clients_7/beta_0p1/seed_42/my_merge/meta.json
