variant,domain,dataset,split,sample_index,true_label,tsne_x,tsne_y
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6679,4,-23.294518,49.267643
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6680,5,-38.636253,-32.114773
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6681,5,-33.429535,-20.130106
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6682,5,-27.858915,15.393814
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6683,5,-34.401272,-30.145388
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6684,5,-48.192307,-42.171009
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6685,5,-50.259350,15.020640
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6686,5,-47.260269,-15.648030
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6687,4,-59.711246,21.536640
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6688,4,-60.136162,13.830889
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6689,5,-21.592749,-47.706223
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6690,5,-35.567760,-23.291958
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6691,5,-47.558380,2.842599
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6692,5,-59.828793,9.561422
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6693,5,-38.169094,-25.711931
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6694,5,-8.871756,-50.079956
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6695,5,-27.862082,1.264711
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6696,5,-45.679066,-24.956264
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6697,5,-28.412634,-56.076122
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6698,5,-26.909431,-29.661802
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6699,5,-9.183161,-46.219307
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6700,2,-20.814863,50.814964
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6701,5,-21.279737,8.526075
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6702,5,-27.877729,-24.784075
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6703,2,-43.135277,28.775040
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6704,1,-14.853639,45.728596
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6705,1,-16.664162,-1.122261
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6706,4,-15.052371,42.265247
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6707,5,-25.494118,-45.479454
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6708,5,-11.587337,-52.323349
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6709,5,-60.126022,1.106992
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6710,4,-32.175877,-17.184422
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6711,0,-30.234102,54.039841
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6712,4,-40.670147,10.939645
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6713,4,-40.372227,-4.452627
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6714,5,-14.122066,-49.039200
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6715,5,-43.932076,-32.165390
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6716,5,-27.103888,-50.344105
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6717,5,-55.154079,22.851664
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6718,6,-48.164185,-3.228984
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6719,1,-20.217731,54.170315
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6720,4,-29.442652,48.954601
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6721,5,-8.757789,-47.436523
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6722,5,-70.331062,5.814152
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6723,5,-34.350269,-27.065126
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6724,1,-33.937042,28.137835
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6725,5,-26.344481,-30.377089
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6726,5,-22.379333,-35.212997
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6727,5,-39.183216,-28.813419
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6728,5,-36.569000,10.874424
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6729,5,-62.787632,23.822350
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6730,1,-41.140713,28.087452
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6731,5,-23.362705,-54.062042
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6732,2,-27.686563,-23.981133
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6733,1,-39.913013,40.444870
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6734,4,-16.122240,49.692406
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6735,1,-17.159184,33.951027
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6736,5,-4.179464,-45.597237
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6737,4,-21.860727,15.547709
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6738,2,-27.120678,13.621007
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6739,5,-30.879194,-55.072300
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6740,2,-15.707930,38.296753
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6741,4,-34.646175,7.925509
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6742,5,-41.704586,-50.957718
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6743,1,-15.471639,45.593369
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6744,5,-56.075691,4.783689
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6745,5,-68.801918,-1.492386
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6746,5,-40.987278,-37.275311
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6747,1,-17.162455,25.517807
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6748,5,-62.871040,7.997851
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6749,5,-41.340862,-33.856110
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6750,5,-36.773933,-34.893703
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6751,5,-44.996132,8.313396
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6752,5,-9.827771,48.514919
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6753,4,-38.725666,15.020532
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6754,5,-38.537853,-16.899006
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6755,5,-32.293674,-32.403049
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6756,2,-14.480449,33.936890
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6757,2,-46.175350,18.399622
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6758,1,-68.738594,24.841448
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6759,5,-62.990799,21.734943
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6760,5,-37.378544,-32.628544
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6761,5,-28.737894,-27.935078
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6762,5,-30.103184,17.191036
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6763,5,-49.123459,-22.255962
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6764,2,-19.261759,56.589851
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6765,5,-60.993950,1.819890
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6766,0,-30.063997,35.429626
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6767,5,-51.826263,23.683115
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6768,5,-42.198048,-19.144661
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6769,5,-8.742152,-49.958572
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6770,5,-63.419327,22.539616
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6771,5,-42.207817,-22.665812
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6772,5,-50.960407,35.835686
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6773,5,-16.407724,23.813883
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6774,0,-9.654520,52.033764
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6775,3,-24.843019,14.466047
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6776,5,-40.486732,26.349144
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6777,5,-29.173508,8.537725
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6778,5,-51.265579,27.478622
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6779,5,-32.880222,2.164518
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6780,5,-6.740057,-45.967590
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6781,5,-13.177215,28.689819
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6782,5,-26.627417,-25.655975
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6783,5,-35.303600,-39.971859
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6784,5,-52.615116,11.916675
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6785,4,-9.187312,36.064957
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6786,5,-33.968971,-39.093613
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6787,5,-63.625900,3.487492
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6788,0,-13.759315,53.733925
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6789,4,-34.203815,28.642927
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6790,5,-34.188591,-19.187763
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6791,5,-25.074167,-25.843786
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6792,5,-9.705065,30.692837
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6793,5,-43.056553,-36.395386
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6794,2,-30.869186,15.520379
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6795,5,-47.290459,34.947422
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6796,5,-42.918900,-38.369301
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6797,5,-63.702770,25.341574
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6798,5,-15.949470,-31.989969
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6799,5,-32.115929,-42.662437
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6800,5,-31.295719,-22.591726
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6801,5,-34.899254,33.880161
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6802,5,-36.213825,-53.359146
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6803,5,-57.742493,12.710667
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6804,5,-46.605583,-28.771175
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6805,5,-42.248077,-36.761452
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6806,4,-26.336758,16.284788
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6807,5,-50.175270,-29.512373
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6808,5,-34.137539,34.311958
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6809,5,-52.516537,-27.729385
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6810,5,-16.489668,-48.741859
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6811,2,-25.081671,53.952843
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6812,4,-25.448463,17.694078
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6813,4,-39.920605,16.551577
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6814,5,-71.270187,15.149769
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6815,4,-43.721729,11.464907
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6816,5,-36.987034,37.097645
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6817,5,-37.342632,-51.524277
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6818,5,-35.886326,-49.427269
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6819,2,-27.332956,44.270866
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6820,5,-28.015480,-36.912376
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6821,0,-14.242286,53.274441
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6822,5,-40.877632,21.339205
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6823,5,-56.415329,10.789652
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6824,2,-10.992597,42.318089
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6825,5,-48.395096,-1.776851
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6826,2,-55.312931,-21.665764
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6827,5,-33.002399,-49.993244
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6828,5,-30.404026,-38.177769
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6829,5,-34.626137,32.536045
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6830,5,-58.413528,23.147663
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6831,0,-13.953083,55.241646
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6832,5,-56.752518,3.969984
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6833,5,-3.847850,-49.661617
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6834,2,-41.126179,25.688192
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6835,2,-36.838066,23.845613
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6836,1,-3.696903,50.737656
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6837,5,-38.325031,5.671048
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6838,5,-20.893723,22.747864
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6839,5,-37.792591,-51.489597
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6840,5,-27.758360,-24.907139
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6841,5,-51.746105,-23.062349
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6842,2,-16.101992,49.636509
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6843,5,-68.928139,15.401858
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6844,5,-60.762928,9.529611
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6845,4,-31.957731,2.536590
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6846,5,-47.630238,16.419565
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6847,5,-2.476667,-57.893780
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6848,5,-68.728989,18.716934
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6849,5,-57.393410,4.989488
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6850,5,-30.557610,-54.503490
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6851,5,-27.815140,-36.853920
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6852,5,-12.383844,-50.220638
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6853,5,-3.574332,-48.264301
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6854,4,-57.421001,7.712026
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6855,1,-27.822998,36.336952
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6856,5,-65.839996,2.794734
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6857,2,-54.247093,34.244778
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6858,5,-28.065504,-46.473221
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6859,5,-53.518639,-29.823555
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6860,5,-39.047001,-25.647011
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6861,5,-21.085569,-49.670395
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6862,5,-35.395950,-29.114058
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6863,5,0.431210,-53.577595
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6864,1,-44.903606,33.861057
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6865,5,-43.493469,-3.458833
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6866,5,-46.262753,-32.372303
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6867,4,-21.717440,44.749596
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6868,5,-71.451691,15.873072
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6869,5,-51.425903,31.546835
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6870,1,-18.947477,34.498199
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6871,5,-29.862579,16.591673
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6872,4,-53.358570,23.292610
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6873,5,-16.479090,41.760166
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6874,5,-17.572147,-44.676334
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6875,5,-37.535076,-41.447720
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6876,5,-23.249132,-31.658482
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6877,5,-51.316162,-27.139553
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6878,2,-40.070007,34.597202
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6879,5,-3.433746,-57.032990
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6880,4,-37.572029,9.676555
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6881,5,-57.890217,18.705799
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6882,5,-12.912494,26.372906
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6883,5,-43.176773,-30.493200
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6884,2,-16.247736,47.249557
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6885,5,-27.880705,15.445390
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6886,5,-15.158626,40.758263
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6887,5,-23.802593,-50.669327
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6888,5,-12.968725,-57.716599
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6889,2,-10.538606,46.879395
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6890,5,-49.163952,-0.273328
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6891,5,-37.386421,-33.879143
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6892,2,-34.288937,40.806999
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6893,5,-24.351852,-53.853798
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6894,5,-43.537025,8.065004
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6895,5,-34.275696,-46.246716
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6896,5,-44.386360,-24.099966
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6897,5,-58.705975,4.064065
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6898,4,-43.637859,26.349274
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6899,5,-25.458229,-49.329548
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6900,4,-49.960045,-2.782400
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6901,5,-21.395948,15.891064
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6902,5,-33.105431,-30.811266
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6903,2,-34.541431,37.236378
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6904,5,-37.539177,24.679813
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6905,5,-27.018303,-32.554413
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6906,5,-16.744936,0.175017
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6907,5,-2.817417,-56.046730
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6908,5,-30.504593,-53.474403
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6909,5,-63.526272,16.444323
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6910,2,-37.315250,30.140863
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6911,5,-24.518555,-29.961168
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6912,2,-23.928579,-52.828232
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6913,2,-27.224003,50.018028
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6914,5,-16.731962,16.554487
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6915,5,-15.707479,-56.938145
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6916,2,-11.294517,38.856098
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6917,5,-67.395988,17.671419
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6918,5,-34.107918,16.798855
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6919,5,-51.973522,14.714376
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6920,5,-57.878536,7.995782
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6921,5,-35.649197,-51.128273
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6922,5,-36.752949,-46.354534
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6923,5,-7.122857,-50.378220
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6924,5,-27.294924,22.361002
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6925,5,-31.451889,-34.845821
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6926,2,-17.652756,45.142292
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6927,4,-65.871346,14.537559
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6928,5,-26.090862,-30.361977
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6929,2,-41.069977,5.899238
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6930,5,-15.531428,-55.669895
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6931,5,-25.954222,-47.099407
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6932,4,-34.393669,47.706139
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6933,2,-31.565695,2.904435
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6934,5,-35.330723,8.896218
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6935,5,-4.422523,-57.314514
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6936,5,-28.430302,-27.368536
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6937,4,-35.913864,7.193276
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6938,5,-38.132519,-45.189209
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6939,5,-54.512493,18.558268
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6940,5,-43.145718,-33.195530
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6941,5,-41.942024,-45.580971
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6942,5,-30.900805,-43.452160
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6943,1,-50.764381,30.877409
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6944,5,-31.489195,-15.955120
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6945,5,-15.419876,39.852924
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6946,5,-18.715399,-56.510723
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6947,5,-33.937687,-42.933296
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6948,5,-55.740173,24.446924
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6949,5,-35.869942,9.289520
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6950,5,-52.907845,33.898510
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6951,2,-54.499702,-29.601118
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6952,2,-9.878762,47.012760
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6953,5,-31.838066,-45.525196
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6954,5,-20.276871,-31.039593
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6955,4,-42.714767,-1.326330
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6956,5,-42.499359,-0.345513
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6957,5,-42.020569,-3.738127
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6958,5,-17.442236,21.104473
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6959,4,-35.122349,35.280796
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6960,2,-35.664078,26.576084
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6961,5,-54.781116,29.916412
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6962,5,-40.951038,-34.652020
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6963,2,-29.483980,49.870300
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6964,5,-25.677919,-19.864948
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6965,5,-25.848072,-52.891510
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6966,5,-15.288982,-55.686741
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6967,1,-13.625138,27.883085
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6968,5,-16.145714,-36.323154
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6969,5,-41.397076,-17.850149
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6970,4,-42.549389,4.800675
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6971,5,-25.561186,-36.250217
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,test,6972,4,-43.276783,27.744240
